street,city,size,price,first_seen,site,type,open
Johannes Verhulststraat,amsterdam,18.0,1000.00,2019-02-23 17:56:26.019236+00:00,kamernet,Appartement,True
Amsterdamsestraatweg,utrecht,30.0,825.00,2019-02-12 23:23:57.105370+00:00,parius,Berging,True
Twijnstraat,utrecht,45.0,1250.00,2019-02-22 00:17:04.059372+00:00,parius,Exclusief,True
Robert Kochlaan 540 D,haarlem,73.0,1250.00,2019-01-31 17:16:57.547556+00:00,jaap,Appartement,True
Pieter Nieuwlandstraat 110,utrecht,20.0,525.00,2019-01-31 17:26:28.118192+00:00,jaap,Appartement,True
Bastenakenstraat 159,amsterdam,94.0,1125.00,2019-01-31 17:10:14.593876+00:00,jaap,Eengezinswoning,False
Van Eysingalaan,utrecht,70.0,1040.00,2019-01-04 21:09:51.129219+00:00,parius,Vloerbedekking: Laminaat,True
Haardstee,amsterdam,45.0,975.00,2019-01-31 17:00:03.926122+00:00,huurwoningen,Appartement (Portiekflat),True
Kruitberghof,amsterdam,72.0,1150.00,2018-12-30 16:55:32.488723+00:00,huurwoningen,Appartement (Portiekflat),True
Keizersgracht,amsterdam,25.0,1000.00,2018-12-30 16:56:14.125314+00:00,huurwoningen,Bedrijfsruimte,True
Theemsdreef,utrecht,100.0,1195.00,2019-01-04 21:15:02.525069+00:00,parius,Begane grond,True
Lederambachtstraat,amsterdam,10.0,550.00,2019-02-23 17:56:55.610090+00:00,kamernet,Kamer,True
Scheepmakersdijk,haarlem,23.0,895.00,2019-02-25 16:01:07.729522+00:00,huurwoningen,Appartement (Studio),True
Glitterstraat,amsterdam,20.0,875.00,2019-02-23 17:56:48.086364+00:00,kamernet,Kamer,True
Slauerhoffstraat,amsterdam,18.0,875.00,2019-02-23 17:56:33.555813+00:00,kamernet,Kamer,True
Spaarne,haarlem,28.0,875.00,2019-02-25 16:01:16.226133+00:00,huurwoningen,Appartement (Studio),True
Barrevoetestraat,haarlem,40.0,1050.00,2019-02-09 16:02:05.688798+00:00,huurwoningen,Appartement (Portiekflat),True
Faas Wilkesstraat 93 H,amsterdam,75.0,960.00,2019-01-24 19:04:17.695292+00:00,jaap,Appartement,False
Oude Groenmarkt,haarlem,67.0,1250.00,2019-02-17 16:05:49.840894+00:00,jaap,Appartement,False
Gedempte Oude Gracht,haarlem,44.0,910.00,2019-02-05 22:54:56.952474+00:00,parius,Apart toilet,False
Borneostraat,utrecht,40.0,1000.00,2019-02-22 00:17:25.232569+00:00,parius,"Prijs inclusief: Gas, Water, Electra, Service kosten",True
Mijndenhof,amsterdam,82.0,885.00,2019-02-21 23:38:35.001490+00:00,parius,Apart toilet,True
's-Gravendijkdreef,amsterdam,20.0,850.00,2019-02-23 17:57:14.637533+00:00,kamernet,Kamer,True
Pieter Langendijkstraat,amsterdam,29.0,950.00,2019-02-23 17:57:27.097186+00:00,kamernet,Kamer,True
Amsterdamsestraatweg 99 3,utrecht,67.0,825.00,2019-02-17 16:06:15.660885+00:00,jaap,Appartement,True
Merelstraat,hilversum,100.0,1200.00,2019-02-06 16:14:57.759601+00:00,jaap,Eengezinswoning,True
Ridderstraat,haarlem,19.0,675.00,2019-02-16 18:24:15.581292+00:00,parius,Exclusief,True
Piet Heinstraat,hilversum,55.0,1195.00,2019-02-06 16:14:37.395001+00:00,jaap,Hoekwoning,True
Nieuwe Doelenstraat,hilversum,53.0,1175.00,2019-02-06 16:14:46.613024+00:00,jaap,Bovenwoning,True
Kinkerstraat,amsterdam,15.0,720.00,2019-02-23 17:57:35.583406+00:00,kamernet,Kamer,True
Frederik van Eedenlaan,hilversum,55.0,975.00,2019-02-06 16:14:28.232460+00:00,jaap,Appartement,False
Wandelpad,hilversum,65.0,1025.00,2019-02-06 16:15:15.935478+00:00,jaap,Appartement,False
Burgemeester Schooklaan,hilversum,45.0,1000.00,2019-02-06 16:15:07.703898+00:00,jaap,Bovenwoning,True
Havenstraat,hilversum,64.0,1025.00,2019-02-06 16:16:31.976654+00:00,jaap,Bovenwoning,True
Jacob van Campenlaan 194,hilversum,56.0,1050.00,2019-02-06 16:15:48.127530+00:00,jaap,Appartement,True
Oude Groenmarkt,haarlem,68.0,1150.00,2019-02-12 16:00:58.817471+00:00,huurwoningen,Appartement (Portiekflat),False
Jacobskerksteeg,utrecht,50.0,1150.00,2019-02-22 00:18:00.996481+00:00,parius,Apart toilet,True
Langestraat 63 G,hilversum,82.0,1250.00,2019-02-06 16:16:11.641505+00:00,jaap,Appartement,False
Tweede Oosterstraat,hilversum,30.0,645.00,2019-02-06 16:16:24.821123+00:00,jaap,Bovenwoning,False
Bussumerstraat,hilversum,52.0,1250.00,2019-02-06 16:15:32.574211+00:00,jaap,Appartement,True
Heuvellaan,hilversum,35.0,875.00,2019-02-06 16:15:24.427486+00:00,jaap,Benedenwoning,True
Bellstraat,hilversum,90.0,1100.00,2019-02-06 16:15:59.410626+00:00,jaap,Eengezinswoning,True
Groeneweg,utrecht,25.0,750.00,2019-02-06 16:26:04.985440+00:00,huurstunt,Appartement,False
Groest,hilversum,80.0,1245.00,2019-02-06 16:20:16.541957+00:00,jaap,Bovenwoning,False
Van Brakellaan,hilversum,65.0,1250.00,2019-02-06 16:27:08.722160+00:00,huurstunt,Appartement,True
Gijsbrecht van Amstelstraat,hilversum,87.0,1050.00,2019-02-06 16:20:37.917602+00:00,jaap,Appartement,True
Monseigneur van de Weteringstraat 2,hilversum,60.0,895.00,2019-02-06 16:20:09.280738+00:00,jaap,,False
Johannes Geradtsweg 72 28,hilversum,65.0,1100.00,2019-02-06 16:19:43.892276+00:00,jaap,Appartement,True
Lia Doranastraat,amsterdam,50.0,900.00,2019-02-21 23:40:00.158511+00:00,parius,Garage,True
Vaartweg 190 29,hilversum,62.0,875.00,2019-02-06 16:20:51.079677+00:00,jaap,Appartement,True
Hoge Naarderweg,hilversum,22.0,795.00,2019-02-06 16:19:57.070228+00:00,jaap,Bovenwoning,False
Europaplein,utrecht,49.0,1075.00,2019-02-06 16:25:55.675356+00:00,huurstunt,Appartement,False
Groest,hilversum,57.0,850.00,2019-02-06 16:19:15.463435+00:00,jaap,Bovenwoning,False
Generaal Bothastraat,haarlem,40.0,800.00,2019-02-12 16:01:10.304332+00:00,huurwoningen,Appartement (Portiekflat),True
Neuweg 62-a,hilversum,300.0,1150.00,2019-02-06 16:20:23.740688+00:00,jaap,,True
Havenstraat,hilversum,59.0,1250.00,2019-02-06 16:21:08.567788+00:00,jaap,Appartement,True
Kerkbrink,hilversum,70.0,1250.00,2019-02-06 16:21:46.177794+00:00,jaap,Penthouse,False
Schoolstraat,utrecht,45.0,900.00,2019-02-16 18:43:15.130502+00:00,parius,Aparte douche,True
Moezeldreef,utrecht,60.0,1200.00,2019-02-12 16:02:16.846679+00:00,huurwoningen,Appartement (Galerijflat),False
Nieuwe Koekoekstraat,utrecht,31.0,855.00,2019-02-12 16:02:10.366125+00:00,huurwoningen,Appartement (Galerijflat),False
Schoutenstraat,hilversum,93.0,1100.00,2019-02-06 16:21:01.264488+00:00,jaap,Appartement,False
Brinkweg,hilversum,67.0,1100.00,2019-02-06 16:21:52.348821+00:00,jaap,Appartement,True
Ridderstraat,haarlem,23.0,875.00,2019-02-12 16:01:32.065709+00:00,huurwoningen,Appartement (Studio),False
Kleine Drift,hilversum,58.0,950.00,2019-02-06 16:21:30.938042+00:00,jaap,Bovenwoning,True
Willem Barentzweg,hilversum,65.0,1000.00,2019-02-06 16:21:16.733975+00:00,jaap,Appartement,True
Bosdrift,hilversum,59.0,1050.00,2019-02-06 16:22:13.140220+00:00,jaap,Appartement,True
Havenstraat,hilversum,16.0,430.00,2019-02-06 16:22:38.125758+00:00,jaap,Studio,True
Burgemeester Reigerstraat,utrecht,34.0,845.00,2019-02-12 16:02:30.343378+00:00,huurwoningen,Appartement (Galerijflat),False
Hijmans van den Berghlaan,utrecht,53.0,1125.00,2019-02-12 23:24:41.881590+00:00,parius,Tuin,True
Markenplein,amsterdam,10.0,832.00,2019-02-23 17:57:51.106615+00:00,kamernet,Kamer,True
Oude Doelen,hilversum,25.0,565.00,2019-02-06 16:22:50.442367+00:00,jaap,Bovenwoning,False
Schoutenstraat,hilversum,45.0,900.00,2019-02-06 16:21:58.648664+00:00,jaap,Appartement,True
Ruitersweg 9,hilversum,85.0,1050.00,2019-02-06 16:22:05.979740+00:00,jaap,Bovenwoning,False
Kapittelweg 50,hilversum,91.0,1095.00,2019-02-06 16:22:25.282954+00:00,jaap,Appartement,False
Vaartweg,hilversum,37.0,640.00,2019-02-06 16:29:01.987888+00:00,huurstunt,Appartement,False
Merelstraat,hilversum,100.0,1200.00,2019-02-06 16:28:40.934935+00:00,huurstunt,Huurwoning,False
Professor Kochstraat,hilversum,20.0,595.00,2019-02-06 16:29:50.600710+00:00,huurstunt,Appartement,False
Vijzelstraat,amsterdam,34.0,1125.00,2019-02-21 23:41:16.204357+00:00,parius,Exclusief,True
Hilvertsweg,hilversum,35.0,580.00,2019-02-06 16:29:39.450236+00:00,huurstunt,Appartement,False
Vaartweg,hilversum,22.0,510.00,2019-02-06 16:29:29.329459+00:00,huurstunt,Appartement,True
Professor Kochstraat,hilversum,15.0,400.00,2019-02-06 16:30:02.779048+00:00,huurstunt,Kamer,False
Frederik Van Eedenlaan,hilversum,55.0,1025.00,2019-02-06 16:29:18.150406+00:00,huurstunt,Appartement,True
Tulpstraat,hilversum,65.0,825.00,2019-02-06 16:27:53.782363+00:00,huurstunt,Appartement,False
Wandelpad,hilversum,30.0,625.00,2019-02-06 16:28:27.349276+00:00,huurstunt,Appartement,False
Nieuwe Doelenstraat,hilversum,53.0,1175.00,2019-02-06 16:28:51.821322+00:00,huurstunt,Appartement,False
Amstelvlietstraat,amsterdam,16.0,845.00,2019-02-23 17:58:02.613584+00:00,kamernet,Kamer,True
Van Eysingalaan,utrecht,45.0,750.00,2019-02-12 16:02:44.200868+00:00,huurwoningen,Appartement (Galerijflat),True
Liebergerweg,hilversum,70.0,775.00,2019-02-06 16:30:55.860517+00:00,huurstunt,Appartement,False
Lucasbolwerk,utrecht,40.0,1000.00,2019-02-08 16:01:56.791417+00:00,huurwoningen,Appartement (Portiekflat),False
Pelmolenweg,utrecht,60.0,1150.00,2018-12-30 22:10:48.493921+00:00,jaap,Appartement,True
Vaartweg,hilversum,20.0,475.00,2019-02-06 16:30:41.642444+00:00,huurstunt,Appartement,False
Heuvellaan,hilversum,35.0,875.00,2019-02-06 16:31:02.012179+00:00,huurstunt,Huurwoning,False
Oude Kerkstraat,utrecht,30.0,1100.00,2019-02-16 18:44:07.456931+00:00,parius,"Prijs inclusief: Gas, Water, Electra, Service kosten",True
Muntstraat 9,utrecht,139.0,700.00,2019-02-17 16:06:28.860565+00:00,jaap,Studio,True
Oude Torenstraat,hilversum,500.0,1175.00,2019-02-12 16:03:47.437802+00:00,huurwoningen,Appartement (Portiekflat),True
Jutfaseweg 90 C,utrecht,0.0,565.00,2019-02-17 16:07:05.083861+00:00,jaap,Studio,True
Lage Naarderweg,hilversum,20.0,925.00,2019-02-06 16:09:57.471678+00:00,huurwoningen,Appartement (Galerijflat),False
Rozenstraat,haarlem,37.0,1035.00,2019-01-01 22:53:47.965231+00:00,parius,Balkon,True
Soestdijkerstraatweg,hilversum,20.0,500.00,2019-02-12 16:03:52.869084+00:00,huurwoningen,Appartement (Galerijflat),False
Biltstraat 119-6,utrecht,0.0,865.00,2019-02-17 16:06:54.130599+00:00,jaap,Appartement,True
Operettelaan,utrecht,105.0,1020.00,2019-02-25 16:02:05.755205+00:00,huurwoningen,Appartement (Portiekflat),True
Johannes Uitenbogaertstraat,utrecht,56.0,900.00,2019-01-10 19:26:22.529708+00:00,jaap,Benedenwoning,False
Burgwal,haarlem,45.0,925.00,2019-01-04 02:18:56.371934+00:00,parius,Vloerbedekking: Laminaat,True
Oudegracht,utrecht,75.0,1250.00,2019-01-26 19:17:57.622654+00:00,jaap,Bovenwoning,True
Musicallaan,utrecht,109.0,1010.00,2019-02-25 16:02:21.134570+00:00,huurwoningen,Appartement (Portiekflat),True
Oranjerivierdreef 6 G,utrecht,87.0,1050.00,2019-02-12 16:05:52.155488+00:00,jaap,Appartement,True
Appartement Te Huur: Wittevrouwensingel In Utrecht,utrecht,0.0,1077.00,2019-01-10 19:29:47.805251+00:00,jaap,,True
Begoniastraat,hilversum,35.0,1075.00,2019-02-12 23:55:06.830771+00:00,parius,Begane grond,True
Burg Reigerstraat 71 Unit 4,utrecht,34.0,845.00,2019-02-12 16:06:20.740470+00:00,jaap,Appartement,True
Bijlmerdreef,amsterdam,104.0,979.00,2019-01-29 23:06:32.279826+00:00,parius,Apart toilet,False
Grote Houtstraat,haarlem,50.0,750.00,2019-02-23 17:58:32.666165+00:00,kamernet,Appartement,True
Cordell Hullstraat,haarlem,30.0,700.00,2019-02-23 17:58:49.070574+00:00,kamernet,Studio,True
Krugerstraat,utrecht,36.0,817.00,2019-01-04 02:21:05.546252+00:00,parius,Apart toilet,False
Leemkuilen,hilversum,107.0,850.00,2019-02-12 23:55:29.148220+00:00,parius,Tuin,True
H.J. Schimmelplein,utrecht,32.0,975.00,2019-02-16 18:44:30.810553+00:00,parius,Parkeergelegenheid,True
Bosdrift,hilversum,0.0,1000.00,2019-02-12 16:08:16.689988+00:00,jaap,Boerderij,False
Burgemeester Hogguerstraat,amsterdam,22.0,600.00,2019-02-23 17:58:18.180099+00:00,kamernet,Kamer,True
Utrechtseweg,hilversum,65.0,1250.00,2019-02-12 16:08:23.844636+00:00,jaap,Bovenwoning,True
Begoniastraat,hilversum,52.0,1075.00,2019-02-12 16:08:03.526348+00:00,jaap,Appartement,True
Van der Duijnstraat,utrecht,35.0,975.00,2019-01-29 23:30:28.485576+00:00,parius,Aparte douche,True
Jan Gijzenkade,haarlem,24.0,575.00,2019-02-23 17:59:26.931377+00:00,kamernet,Kamer,True
Zijhuizen,haarlem,39.0,1215.00,2019-01-29 23:20:51.054024+00:00,parius,"Prijs inclusief: Gas, Water, Electra",False
Postjesweg,amsterdam,12.0,655.00,2019-02-12 16:09:06.895370+00:00,huurstunt,Kamer,False
Jan Gijzenkade,haarlem,17.0,525.00,2019-02-23 17:59:16.350385+00:00,kamernet,Kamer,True
Spaarndamseweg,haarlem,19.0,525.00,2019-02-23 17:59:03.656920+00:00,kamernet,Kamer,True
Predikherenstraat,utrecht,55.0,1175.00,2019-01-29 23:36:26.445716+00:00,parius,Vloerbedekking: Laminaat,False
Alexander Boersstraat,amsterdam,20.0,975.00,2019-02-05 16:12:10.067106+00:00,huurstunt,Appartement,False
Sweder van Zuylenweg,utrecht,35.0,995.00,2019-01-04 21:24:51.677298+00:00,parius,"Prijs inclusief: Gas, Water, Electra, Internet, Televisie",True
Beneluxlaan,utrecht,50.0,1250.00,2019-01-04 21:25:18.177860+00:00,parius,"Prijs inclusief: Gas, Water, Electra, Service kosten, Internet, Televisie",True
Dijkstraat,haarlem,35.0,1200.00,2019-02-12 16:09:59.757875+00:00,huurstunt,Appartement,False
Kennemerstraat,haarlem,33.0,850.00,2019-02-23 17:59:41.428992+00:00,kamernet,Appartement,False
Nachtegaalstraat,utrecht,62.0,1125.00,2019-01-29 23:35:30.669135+00:00,parius,Apart toilet,False
Breedstraat,utrecht,20.0,1000.00,2019-01-10 00:26:48.451446+00:00,parius,Vloerbedekking: Laminaat,False
Spijkerboorweg,haarlem,95.0,1018.00,2019-01-24 08:45:09.423747+00:00,parius,Apart toilet,True
Weerdsingel W.z.,utrecht,50.0,1150.00,2019-02-12 16:11:12.339735+00:00,huurstunt,Appartement,True
Dijkgraafplein,amsterdam,100.0,1200.00,2019-02-07 07:26:41.181078+00:00,parius,Apart toilet,True
Wibautstraat,utrecht,30.0,950.00,2019-01-04 21:01:06.817565+00:00,parius,Aparte douche,True
Billitonkade,utrecht,45.0,985.00,2019-02-12 16:11:20.583479+00:00,huurstunt,Appartement,False
Teding van Berkhoutstraat,haarlem,80.0,1250.00,2019-01-24 08:47:59.837645+00:00,parius,Tuin,False
Amsterdamsestraatweg,utrecht,27.0,800.00,2019-02-12 16:11:34.762803+00:00,huurstunt,Huurwoning,False
Abel Tasmanstraat,utrecht,18.0,550.00,2019-02-12 16:11:41.282209+00:00,huurstunt,Kamer,False
Van Egmondkade,utrecht,90.0,1125.00,2019-01-04 02:20:25.419398+00:00,parius,Apart toilet,False
Papaverstraat,utrecht,30.0,925.00,2019-02-12 16:11:48.547360+00:00,huurstunt,Huurwoning,False
Ruysdaelstraat,amsterdam,30.0,1250.00,2019-02-19 16:00:50.446679+00:00,huurwoningen,Appartement (Studio),True
Korte Geuzenstraat,amsterdam,28.0,1150.00,2019-02-19 16:00:32.601914+00:00,huurwoningen,Appartement (Galerijflat),True
Dijkgraafplein,amsterdam,100.0,1200.00,2019-02-06 16:00:44.924853+00:00,huurwoningen,Huis (Eengezinswoning),True
Atjehstraat,haarlem,74.0,1150.00,2019-02-19 16:01:24.327393+00:00,huurwoningen,Appartement (Bovenwoning),True
Wethouder Driessenstraat,amsterdam,118.0,930.00,2019-01-14 01:45:49.098393+00:00,parius,Apart toilet,False
Westerdijk,utrecht,45.0,1155.00,2019-01-14 02:24:03.822156+00:00,parius,Apart toilet,False
Croeselaan,utrecht,80.0,1250.00,2019-01-15 00:32:03.939844+00:00,parius,Vloerbedekking: Hout,False
Van Leeuwenhoekstraat,haarlem,61.0,1185.00,2019-01-07 01:15:08.988145+00:00,parius,Vloerbedekking: Laminaat,False
Kolhornseweg,hilversum,70.0,1000.00,2019-02-12 16:13:59.979679+00:00,huurstunt,Appartement,False
Oude Torenstraat,hilversum,60.0,1175.00,2019-02-12 16:13:49.752509+00:00,huurstunt,Appartement,True
Biltstraat,utrecht,24.0,875.00,2019-01-07 01:47:11.662805+00:00,parius,Vloerbedekking: Kunststof,False
Bosboomstraat,utrecht,62.0,1175.00,2019-01-07 01:48:31.796936+00:00,parius,Exclusief,False
Van Nijenrodeweg,amsterdam,45.0,1000.00,2019-01-08 08:35:58.562335+00:00,parius,"Vloerbedekking: Laminaat, Tegelvloer",False
Voorhelmstraat,haarlem,50.0,1150.00,2019-01-08 08:43:50.278601+00:00,parius,Begane grond,False
Mary van der Sluisstraat,amsterdam,40.0,1250.00,2019-01-01 22:42:53.332585+00:00,parius,Vloerbedekking: Laminaat,False
Berckheydestraat,haarlem,60.0,1250.00,2019-01-08 08:44:12.859277+00:00,parius,Tuin,False
Potterstraat,utrecht,50.0,1200.00,2019-01-08 19:25:33.605697+00:00,parius,Vloerbedekking: Tapijt,False
Mijdrechtstraat,utrecht,85.0,1050.00,2019-01-10 00:26:14.801701+00:00,parius,Parkeergelegenheid,False
Frederik van Eedenlaan,hilversum,55.0,1000.00,2019-02-06 16:19:08.289967+00:00,jaap,Appartement,False
Soestdijkerstraatweg,hilversum,20.0,500.00,2019-02-12 23:56:27.925384+00:00,parius,Tuin,True
Zomerkade,haarlem,72.0,900.00,2019-02-23 18:00:06.390228+00:00,kamernet,Appartement,True
Karspeldreef,amsterdam,101.0,1195.00,2019-02-07 07:17:42.549111+00:00,parius,Vloerbedekking: Kaal,True
Jan van Zutphenlaan,utrecht,40.0,850.00,2019-01-04 02:21:23.944697+00:00,parius,Airconditioning,False
Livingstonelaan,utrecht,79.0,1095.00,2019-01-04 02:23:46.856223+00:00,parius,Apart toilet,False
Schoutenstraat,utrecht,40.0,1200.00,2019-01-04 02:24:03.327773+00:00,parius,Vloerbedekking: Hout,False
Welnastraat,amsterdam,28.0,1225.00,2019-02-12 22:47:35.890168+00:00,parius,Begane grond,True
Rotsoord,utrecht,30.0,966.00,2019-02-16 18:45:27.507309+00:00,parius,Vloerbedekking: Kunststof,True
Balderikstraat,utrecht,17.0,650.00,2019-02-23 18:00:24.553234+00:00,kamernet,Studio,True
Paramariboplein,amsterdam,70.0,1200.00,2019-02-07 07:19:22.683969+00:00,parius,Apart toilet,True
Frederik Hendrikstraat,utrecht,52.0,1250.00,2019-01-04 02:24:57.750439+00:00,parius,Tuin,False
Hooft Graaflandstraat,utrecht,39.0,950.00,2019-01-04 02:25:51.276658+00:00,parius,Apart toilet,False
Amsterdamsestraatweg,utrecht,70.0,1150.00,2019-01-04 02:27:01.667509+00:00,parius,Berging,False
Hooivletstraat,amsterdam,83.0,1028.00,2019-02-12 22:48:03.238492+00:00,parius,Apart toilet,True
Vaartweg,hilversum,20.0,500.00,2019-02-12 23:56:56.315102+00:00,parius,"Prijs inclusief: Gas, Water, Electra",True
Tweede Atjehstraat,amsterdam,45.0,1250.00,2019-02-12 22:48:36.619153+00:00,parius,Apart toilet,True
Kastelenstraat,amsterdam,75.0,1240.00,2019-01-01 22:26:05.547017+00:00,parius,Vloerbedekking: Laminaat,False
Hagedoornweg,amsterdam,40.0,1200.00,2019-01-01 22:27:19.647212+00:00,parius,Apart toilet,False
Claus van Amsbergstraat,amsterdam,15.0,575.00,2019-01-01 22:41:40.119469+00:00,parius,Tuin,False
Kerkstraat,utrecht,45.0,995.00,2019-02-19 16:02:01.682012+00:00,huurwoningen,Appartement (Portiekflat),True
Basilicumstraat,utrecht,90.0,1200.00,2019-02-19 16:02:10.112102+00:00,huurwoningen,Huis (Eengezinswoning),True
Groest,hilversum,35.0,725.00,2019-02-12 23:57:26.647763+00:00,parius,"Prijs inclusief: Gas, Water, Electra",True
Patmosdreef,utrecht,95.0,1195.00,2019-02-19 16:02:23.564160+00:00,huurwoningen,Appartement (Galerijflat),True
ms. Oslofjordweg,amsterdam,64.0,900.00,2019-01-01 22:45:23.004677+00:00,parius,Exclusief,False
Spijkerboorweg,haarlem,95.0,1037.00,2019-01-01 22:48:06.463424+00:00,parius,Apart toilet,False
Winterboeidreef,utrecht,37.0,850.00,2019-02-23 18:00:54.879486+00:00,kamernet,Studio,True
Jeremiestraat,utrecht,19.0,650.00,2019-02-23 18:01:04.522613+00:00,kamernet,Kamer,True
Wagendwarsstraat,utrecht,70.0,1250.00,2019-02-19 16:02:40.917059+00:00,huurwoningen,Appartement (Portiekflat),True
Mariaplaats,utrecht,40.0,725.00,2019-02-23 18:01:19.032974+00:00,kamernet,Studio,True
Laan van Nieuw-Guinea,utrecht,16.0,500.00,2019-02-19 16:02:35.572783+00:00,huurwoningen,Appartement (Galerijflat),True
Groeneweg,utrecht,25.0,750.00,2019-02-07 07:51:30.833364+00:00,parius,Begane grond,True
Hijmans van den Berghlaan,utrecht,53.0,1125.00,2019-02-07 16:03:59.383810+00:00,huurwoningen,Appartement (Portiekflat),True
P. Hans Frankfurthersingel,amsterdam,38.0,1150.00,2019-02-05 22:30:11.210425+00:00,parius,Tuin,True
Goudsbloemstraat,amsterdam,30.0,1100.00,2019-01-25 19:00:03.683185+00:00,huurwoningen,Appartement (Galerijflat),False
Bagdaddreef,utrecht,34.0,650.00,2019-02-23 18:01:26.477718+00:00,kamernet,Studio,True
Melissekade,utrecht,105.0,940.00,2019-02-25 16:02:36.972228+00:00,huurwoningen,Appartement (Portiekflat),True
Van Zeggelenstraat,haarlem,75.0,1225.00,2019-02-07 07:34:30.117904+00:00,parius,Tuin,True
Croesestraat,utrecht,40.0,995.00,2019-02-08 16:02:07.644035+00:00,huurwoningen,Appartement (Portiekflat),True
Domstraat,utrecht,35.0,1050.00,2019-02-08 16:01:27.385825+00:00,huurwoningen,Appartement (Studio),True
Operettelaan,utrecht,135.0,1060.00,2019-02-25 16:02:49.559446+00:00,huurwoningen,Appartement (Portiekflat),True
Nachtegaalstraat,utrecht,85.0,1200.00,2019-02-22 16:02:29.494861+00:00,huurwoningen,Appartement (Portiekflat),True
Schoterweg,haarlem,90.0,1095.00,2019-02-07 16:02:02.182502+00:00,huurwoningen,Appartement (Portiekflat),False
Huygensstraat,hilversum,31.0,710.00,2019-02-05 23:39:21.106180+00:00,parius,Vloerbedekking: Laminaat,True
Van Riebeeckstraat,utrecht,35.0,1000.00,2019-01-04 21:23:58.749718+00:00,parius,"Prijs inclusief: Gas, Water, Electra, Service kosten, Internet, Televisie",True
Tempeliersstraat,haarlem,45.0,1200.00,2019-02-07 16:02:13.052160+00:00,huurwoningen,Appartement (Portiekflat),True
Ijburglaan,amsterdam,105.0,1184.00,2019-02-19 16:04:31.293573+00:00,jaap,,True
Vaartweg,hilversum,29.0,560.00,2019-02-19 16:03:36.213441+00:00,huurwoningen,Appartement (Galerijflat),True
Eva Besnyostraat 346,amsterdam,101.0,1000.00,2019-02-19 16:04:44.470169+00:00,jaap,Appartement,True
Berkelstraat,utrecht,35.0,665.00,2019-02-23 18:01:32.910484+00:00,kamernet,Appartement,True
Galjootstraat 28,amsterdam,83.0,1023.00,2019-02-19 16:04:58.657494+00:00,jaap,,True
Patmosdreef,utrecht,95.0,1195.00,2019-02-19 16:06:56.455754+00:00,jaap,Appartement,True
Van Weerden Poelmanlaan 156,utrecht,85.0,895.00,2019-02-19 16:06:38.552507+00:00,jaap,Appartement,True
Rijksstraatweg,haarlem,50.0,950.00,2019-02-07 16:02:21.564732+00:00,huurwoningen,Appartement (Bovenwoning),False
Abel Tasmanstraat,utrecht,18.0,550.00,2019-02-07 07:48:08.014216+00:00,parius,Parkeergelegenheid,True
Nieuwe Groenmarkt,haarlem,45.0,1150.00,2019-01-01 22:54:26.649494+00:00,parius,Exclusief,True
Zuider Buiten Spaarne,haarlem,56.0,1150.00,2019-02-07 16:02:28.044868+00:00,huurwoningen,Appartement (Galerijflat),False
Oude Waal,amsterdam,50.0,1100.00,2019-02-19 16:05:05.847521+00:00,jaap,Studio,True
Huygensstraat,hilversum,35.0,710.00,2019-02-05 23:40:20.123269+00:00,parius,Aparte douche,True
Ottho Heldringstraat,amsterdam,77.0,1085.00,2019-02-12 22:49:30.361610+00:00,parius,Apart toilet,True
Predikherenstraat,utrecht,31.0,900.00,2019-02-07 07:50:10.112764+00:00,parius,Apart toilet,True
Barbusselaan,amsterdam,67.0,1250.00,2019-02-13 16:00:28.675736+00:00,huurwoningen,Appartement (Galerijflat),False
Oude Groenmarkt,haarlem,67.0,1250.00,2019-02-19 16:10:27.266085+00:00,huurstunt,Appartement,False
H.J. Schimmelplein,utrecht,16.0,750.00,2019-02-07 07:49:19.162592+00:00,parius,Parkeergelegenheid,True
Surinamestraat,utrecht,30.0,900.00,2019-02-23 18:01:47.646593+00:00,kamernet,Appartement,True
Van Weerden Poelmanlaan,utrecht,85.0,895.00,2019-02-19 16:11:09.115390+00:00,huurstunt,Appartement,True
Saenredamstraat,haarlem,60.0,1200.00,2019-02-13 16:01:09.934706+00:00,huurwoningen,Appartement (Benedenwoning),True
Pieterstraat,utrecht,37.0,1195.00,2019-01-18 19:02:06.230355+00:00,huurwoningen,Appartement (Portiekflat),True
Klaverstraat,utrecht,75.0,950.00,2019-02-07 16:03:27.205869+00:00,huurwoningen,Appartement (Portiekflat),False
Hoogstraat,hilversum,80.0,1100.00,2019-02-07 08:07:36.004559+00:00,parius,Apart toilet,True
Borggraaf,amsterdam,50.0,1250.00,2019-02-12 22:49:49.765708+00:00,parius,Vloerbedekking: Laminaat,True
Burgemeester Schooklaan,hilversum,45.0,1000.00,2019-02-06 16:28:01.902548+00:00,huurstunt,Appartement,False
Koninginneweg,hilversum,16.0,495.00,2019-02-19 16:12:14.260219+00:00,huurstunt,Appartement,True
Billitonkade,utrecht,45.0,985.00,2019-02-07 16:03:50.886233+00:00,huurwoningen,Appartement (Portiekflat),False
Meester Cornelisstraat,haarlem,80.0,800.00,2019-02-13 16:01:17.399194+00:00,huurwoningen,Kamer (Kamer),True
Professor Kochstraat,hilversum,15.0,450.00,2019-02-06 16:30:12.938015+00:00,huurstunt,Kamer,True
Geuzenweg,hilversum,40.0,650.00,2019-02-19 16:12:23.438454+00:00,huurstunt,Appartement,False
